date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2017-01-07 08:00:02,coindesk,,1,41,21,"The latest Bitcoin Price Index is 831.86 USD http://www.coindesk.com/price/ pic.twitter.com/0K7wQeJK7f",,,,817641934378438656,https://twitter.com/coindesk/status/817641934378438656
2017-01-07 07:05:30,iamjosephyoung,,0,0,0,"Even with #bitcoin declining to $835, it is still a 7% monthly increase. 30 days ago bitcoin was worth $771.6 pic.twitter.com/NnZTKQBrRA",,,#bitcoin,817628210527498241,https://twitter.com/iamjosephyoung/status/817628210527498241
2017-01-07 07:00:08,coindesk,,0,50,35,"China-based bitcoin exchange BTCC has spoken out on statements issued by the country’s central bank. http://www.coindesk.com/bitcoin-exchange-btcc-responds-chinese-central-bank-statements/ …",,,,817626859919839232,https://twitter.com/coindesk/status/817626859919839232
2017-01-07 04:00:03,coindesk,,1,34,28,"The latest Bitcoin Price Index is 836.76 USD http://www.coindesk.com/price/ pic.twitter.com/aFlCMls7GW",,,,817581537629732864,https://twitter.com/coindesk/status/817581537629732864
2017-01-07 03:49:48,TuurDemeester,,20,128,235,"Big picture: 1,000 days ago, Bitcoin was $100. Now it's +$800. What happens in the next few months is immaterial for long term investors.",,,,817578959894413312,https://twitter.com/TuurDemeester/status/817578959894413312
2017-01-07 03:38:33,coindesk,,1,28,13,"China to Restrict Bitcoin Marketing, But Blockchain Firms Unaffected http://bit.ly/2im6cjG pic.twitter.com/D7l9yTD9Hc",,,,817576128592441344,https://twitter.com/coindesk/status/817576128592441344
2017-01-07 00:59:54,coindesk,,2,12,6,"Observer - Bitcoin’s Price Has Spiked, But Mining It With Genesis Hasn’t http://observer.com/2017/01/genesis-mining-bitcoin-price/ …",,,,817536202681253889,https://twitter.com/coindesk/status/817536202681253889
2017-01-07 00:59:25,TuurDemeester,ModernApostate,0,1,1,"There's a much broader base supporting Bitcoin activity worldwide now.",,,,817536083139457025,https://twitter.com/TuurDemeester/status/817536083139457025
2017-01-07 00:53:17,coindesk,,0,13,11,"2013 to 2017: Comparing Bitcoin's Biggest Price Rallies http://www.coindesk.com/2013-today-comparing-bitcoins-biggest-rallies/ …pic.twitter.com/k5Eogh3IEX",,,,817534539346116608,https://twitter.com/coindesk/status/817534539346116608
2017-01-07 00:16:58,BTCTN,,0,6,7,"Top Trends Pushing Bitcoin Towards The Mainstream https://news.bitcoin.com/top-trends-pushing-bitcoin-mainstream/?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/xxgjouJiEC",,,,817525396245606401,https://twitter.com/BTCTN/status/817525396245606401
